-4.9875 0 0
-4.9625 0 0
-4.9375 0 0
-4.9125 0 0
-4.8875 0 0
-4.8625 0 0
-4.8375 0 0
-4.8125 0 0
-4.7875 0 0
-4.7625 0 0
-4.7375 0 0
-4.7125 0 0
-4.6875 0 0
-4.6625 0 0
-4.6375 0 0
-4.6125 0 0
-4.5875 0 0
-4.5625 0 0
-4.5375 0 0
-4.5125 0 0
-4.4875 0 0
-4.4625 0 0
-4.4375 0 0
-4.4125 0 0
-4.3875 0 0
-4.3625 0 0
-4.3375 0 0
-4.3125 0 0
-4.2875 0 0
-4.2625 0 0
-4.2375 0 0
-4.2125 0 0
-4.1875 0 0
-4.1625 0 0
-4.1375 0 0
-4.1125 0 0
-4.0875 0 0
-4.0625 0 0
-4.0375 0 0
-4.0125 0 0
-3.9875 0 0
-3.9625 0 0
-3.9375 0 0
-3.9125 0 0
-3.8875 0 0
-3.8625 0 0
-3.8375 0 0
-3.8125 0 0
-3.7875 0 0
-3.7625 0 0
-3.7375 0 0
-3.7125 0 0
-3.6875 0 0
-3.6625 0 0
-3.6375 0 0
-3.6125 0 0
-3.5875 0 0
-3.5625 0 0
-3.5375 0 0
-3.5125 0 0
-3.4875 0 0
-3.4625 0 0
-3.4375 0 0
-3.4125 0 0
-3.3875 0 0
-3.3625 0 0
-3.3375 0 0
-3.3125 0 0
-3.2875 0 0
-3.2625 0 0
-3.2375 0 0
-3.2125 0 0
-3.1875 0 0
-3.1625 0 0
-3.1375 0 0
-3.1125 0 0
-3.0875 0 0
-3.0625 0 0
-3.0375 0 0
-3.0125 0 0
-2.9875 0 0
-2.9625 0 0
-2.9375 0 0
-2.9125 0 0
-2.8875 0 0
-2.8625 0 0
-2.8375 0 0
-2.8125 0 0
-2.7875 0 0
-2.7625 0 0
-2.7375 0 0
-2.7125 0 0
-2.6875 0 0
-2.6625 0 0
-2.6375 0 0
-2.6125 0 0
-2.5875 0 0
-2.5625 0 0
-2.5375 1.63934e-05 1.09971e-05
-2.5125 4.09836e-05 1.9655e-05
-2.4875 2.45902e-05 1.74842e-05
-2.4625 8.19672e-06 7.98918e-06
-2.4375 4.91803e-05 2.34718e-05
-2.4125 4.09836e-05 1.9655e-05
-2.3875 7.37705e-05 1.82366e-05
-2.3625 4.91803e-05 2.34718e-05
-2.3375 0.000254098 4.56006e-05
-2.3125 0.000229508 3.35966e-05
-2.2875 0.000311475 6.74924e-05
-2.2625 0.000352459 4.95546e-05
-2.2375 0.000508197 9.48131e-05
-2.2125 0.000631148 7.7132e-05
-2.1875 0.000942623 0.0001036
-2.1625 0.00114754 9.2008e-05
-2.1375 0.00141803 0.000102557
-2.1125 0.00218033 0.000143899
-2.0875 0.00263115 0.000173676
-2.0625 0.00335246 0.000167773
-2.0375 0.00405738 0.000195307
-2.0125 0.0054918 0.000225819
-1.9875 0.00619672 0.000255706
